URL,Name,FullName,Team,POS,AGE,HT,WT,COLLEGE,SALARY
https://www.espn.com/nba/player/_/id/3136776/dangelo-russell,D'Angelo Russell0,dangelorussell,MinnesotaTimberwolves,PG,25,"6' 4""",193 lbs,Ohio State,"$30,013,500"
https://www.espn.com/nba/player/_/id/3136195/karl-anthony-towns,Karl-Anthony Towns32,karlanthonytowns,MinnesotaTimberwolves,C,25,"6' 11""",248 lbs,Kentucky,"$31,650,600"
https://www.espn.com/nba/player/_/id/4278077/jarred-vanderbilt,Jarred Vanderbilt8,jarredvanderbilt,MinnesotaTimberwolves,PF,22,"6' 9""",214 lbs,Kentucky,"$4,050,000"
https://www.espn.com/nba/player/_/id/4278507/mckinley-wright-iv,McKinley Wright IV25,mckinleywrightiv,MinnesotaTimberwolves,PG,23,"5' 11""",192 lbs,Colorado,--
https://www.espn.com/nba/player/_/id/4423545/darius-bazley,Darius Bazley7,dariusbazley,Oklahoma CityThunder,PF,21,"6' 8""",208 lbs,--,"$2,513,040"
https://www.espn.com/nba/player/_/id/3929321/gabriel-deck,Gabriel Deck6,gabrieldeck,Oklahoma CityThunder,SF,26,"6' 6""",231 lbs,--,"$3,676,852"
https://www.espn.com/nba/player/_/id/4397020/luguentz-dort,Luguentz Dort5,luguentzdort,Oklahoma CityThunder,SF,22,"6' 3""",215 lbs,Arizona State,"$1,782,621"
https://www.espn.com/nba/player/_/id/4257/derrick-favors,Derrick Favors15,derrickfavors,Oklahoma CityThunder,C,30,"6' 9""",265 lbs,Georgia Tech,"$9,720,900"
https://www.espn.com/nba/player/_/id/4871145/josh-giddey,Josh Giddey3,joshgiddey,Oklahoma CityThunder,SG,19,"6' 8""",205 lbs,--,"$5,988,000"
https://www.espn.com/nba/player/_/id/4278073/shai-gilgeous-alexander,Shai Gilgeous-Alexander2,shaigilgeousalexander,Oklahoma CityThunder,PG,23,"6' 6""",180 lbs,Kentucky,"$5,495,532"
https://www.espn.com/nba/player/_/id/4065733/ty-jerome,Ty Jerome16,tyjerome,Oklahoma CityThunder,SG,24,"6' 5""",195 lbs,Virginia,"$2,412,840"
https://www.espn.com/nba/player/_/id/4578893/vit-krejci,Vit Krejci27,vitkrejci,Oklahoma CityThunder,SF,21,"6' 8""",195 lbs,--,"$925,258"
https://www.espn.com/nba/player/_/id/4683027/theo-maledon,Theo Maledon11,theomaledon,Oklahoma CityThunder,PG,20,"6' 4""",175 lbs,--,"$2,000,000"
https://www.espn.com/nba/player/_/id/4432819/tre-mann,Tre Mann23,tremann,Oklahoma CityThunder,PG,20,"6' 3""",178 lbs,Florida,"$2,901,240"
https://www.espn.com/nba/player/_/id/2490089/mike-muscala,Mike Muscala33,mikemuscala,Oklahoma CityThunder,C,30,"6' 10""",240 lbs,Bucknell,"$3,365,385"
https://www.espn.com/nba/player/_/id/4683018/aleksej-pokusevski,Aleksej Pokusevski17,aleksejpokusevski,Oklahoma CityThunder,PF,19,"7' 0""",190 lbs,--,"$3,113,160"
https://www.espn.com/nba/player/_/id/4432813/jeremiah-robinson-earl,Jeremiah Robinson-Earl50,jeremiahrobinsonearl,Oklahoma CityThunder,PF,21,"6' 8""",242 lbs,Villanova,"$2,000,000"
https://www.espn.com/nba/player/_/id/4066392/isaiah-roby,Isaiah Roby22,isaiahroby,Oklahoma CityThunder,F,23,"6' 8""",230 lbs,Nebraska,"$1,782,621"
https://www.espn.com/nba/player/_/id/3058030/paul-watson,Paul Watson8,paulwatson,Oklahoma CityThunder,SG,26,"6' 6""",210 lbs,Fresno State,"$1,701,593"
https://www.espn.com/nba/player/_/id/4397183/aaron-wiggins,Aaron Wiggins21,aaronwiggins,Oklahoma CityThunder,SG,22,"6' 4""",190 lbs,Maryland,--
https://www.espn.com/nba/player/_/id/3133626/kenrich-williams,Kenrich Williams34,kenrichwilliams,Oklahoma CityThunder,SF,26,"6' 6""",210 lbs,TCU,"$2,000,000"
https://www.espn.com/nba/player/_/id/3152335/keljin-blevins,Keljin Blevins21,keljinblevins,PortlandTrail Blazers,SF,25,"6' 4""",200 lbs,Montana State,--
https://www.espn.com/nba/player/_/id/4432161/greg-brown-iii,Greg Brown III4,gregbrowniii,PortlandTrail Blazers,PF,20,"6' 7""",206 lbs,Texas,"$925,258"
https://www.espn.com/nba/player/_/id/2490620/robert-covington,Robert Covington33,robertcovington,PortlandTrail Blazers,PF,30,"6' 7""",209 lbs,Tennessee State,"$12,975,471"
https://www.espn.com/nba/player/_/id/4397166/cj-elleby,CJ Elleby16,cjelleby,PortlandTrail Blazers,SG,21,"6' 6""",200 lbs,Washington State,"$1,517,981"
https://www.espn.com/nba/player/_/id/6606/damian-lillard,Damian Lillard0,damianlillard,PortlandTrail Blazers,PG,31,"6' 2""",195 lbs,Weber State,"$39,344,900"
https://www.espn.com/nba/player/_/id/4395652/nassir-little,Nassir Little9,nassirlittle,PortlandTrail Blazers,SF,21,"6' 5""",220 lbs,North Carolina,"$2,316,240"
https://www.espn.com/nba/player/_/id/2490149/cj-mccollum,CJ McCollum3,cjmccollum,PortlandTrail Blazers,SG,30,"6' 3""",190 lbs,Lehigh,"$30,864,198"
https://www.espn.com/nba/player/_/id/2578213/ben-mclemore,Ben McLemore23,benmclemore,PortlandTrail Blazers,SG,28,"6' 3""",195 lbs,Kansas,"$1,669,178"
https://www.espn.com/nba/player/_/id/2580365/larry-nance-jr,Larry Nance Jr.11,larrynancejr,PortlandTrail Blazers,PF,28,"6' 7""",245 lbs,Wyoming,"$10,690,909"
https://www.espn.com/nba/player/_/id/3102530/jusuf-nurkic,Jusuf Nurkic27,jusufnurkic,PortlandTrail Blazers,C,27,"6' 11""",290 lbs,--,"$12,000,000"
https://www.espn.com/nba/player/_/id/2595516/norman-powell,Norman Powell24,normanpowell,PortlandTrail Blazers,SF,28,"6' 3""",215 lbs,UCLA,"$15,517,241"
https://www.espn.com/nba/player/_/id/4351851/anfernee-simons,Anfernee Simons1,anferneesimons,PortlandTrail Blazers,SG,22,"6' 3""",181 lbs,--,"$3,938,818"
https://www.espn.com/nba/player/_/id/4065697/dennis-smith-jr,Dennis Smith Jr.10,dennissmithjr,PortlandTrail Blazers,PG,23,"6' 2""",205 lbs,North Carolina State,"$1,669,178"
https://www.espn.com/nba/player/_/id/2528353/tony-snell,Tony Snell17,tonysnell,PortlandTrail Blazers,SF,30,"6' 6""",213 lbs,New Mexico,"$1,669,178"
https://www.espn.com/nba/player/_/id/4431675/trendon-watford,Trendon Watford2,trendonwatford,PortlandTrail Blazers,PF,21,"6' 8""",237 lbs,LSU,--
https://www.espn.com/nba/player/_/id/2579258/cody-zeller,Cody Zeller40,codyzeller,PortlandTrail Blazers,C,29,"6' 11""",240 lbs,Indiana,"$1,669,178"
https://www.espn.com/nba/player/_/id/4066299/udoka-azubuike,Udoka Azubuike20,udokaazubuike,UtahJazz,C,22,"7' 0""",270 lbs,Kansas,"$2,075,880"
https://www.espn.com/nba/player/_/id/3593/bojan-bogdanovic,Bojan Bogdanovic44,bojanbogdanovic,UtahJazz,SF,32,"6' 7""",226 lbs,--,"$18,700,000"
https://www.espn.com/nba/player/_/id/4395695/jared-butler,Jared Butler13,jaredbutler,UtahJazz,SG,21,"6' 3""",193 lbs,Baylor,"$925,258"
https://www.espn.com/nba/player/_/id/2528426/jordan-clarkson,Jordan Clarkson00,jordanclarkson,UtahJazz,PG,29,"6' 4""",194 lbs,Missouri,"$12,420,000"
https://www.espn.com/nba/player/_/id/3195/mike-conley,Mike Conley11,mikeconley,UtahJazz,PG,34,"6' 1""",175 lbs,Ohio State,"$21,000,000"
https://www.espn.com/nba/player/_/id/4066467/malik-fitts,Malik Fitts24,malikfitts,UtahJazz,F,24,"6' 5""",230 lbs,Saint Mary's,--
https://www.espn.com/nba/player/_/id/4065656/trent-forrest,Trent Forrest3,trentforrest,UtahJazz,SG,23,"6' 4""",210 lbs,Florida State,--
https://www.espn.com/nba/player/_/id/3005/rudy-gay,Rudy Gay8,rudygay,UtahJazz,SF,35,"6' 8""",250 lbs,Connecticut,"$5,890,000"
https://www.espn.com/nba/player/_/id/3032976/rudy-gobert,Rudy Gobert27,rudygobert,UtahJazz,C,29,"7' 1""",258 lbs,--,"$35,344,828"
https://www.espn.com/nba/player/_/id/4066446/elijah-hughes,Elijah Hughes33,elijahhughes,UtahJazz,SF,23,"6' 5""",215 lbs,Syracuse,"$1,517,981"
https://www.espn.com/nba/player/_/id/2968436/joe-ingles,Joe Ingles2,joeingles,UtahJazz,SG,34,"6' 8""",220 lbs,--,"$13,036,364"
https://www.espn.com/nba/player/_/id/3908809/donovan-mitchell,Donovan Mitchell45,donovanmitchell,UtahJazz,SG,25,"6' 1""",215 lbs,Louisville,"$28,103,500"
https://www.espn.com/nba/player/_/id/2583632/royce-oneale,Royce O'Neale23,royceoneale,UtahJazz,PF,28,"6' 5""",226 lbs,Baylor,"$8,800,000"
https://www.espn.com/nba/player/_/id/4066851/miye-oni,Miye Oni81,miyeoni,UtahJazz,SG,24,"6' 5""",206 lbs,Yale,"$1,782,621"
https://www.espn.com/nba/player/_/id/3133817/eric-paschall,Eric Paschall0,ericpaschall,UtahJazz,F,25,"6' 6""",255 lbs,Villanova,"$1,782,621"
https://www.espn.com/nba/player/_/id/4262/hassan-whiteside,Hassan Whiteside21,hassanwhiteside,UtahJazz,C,32,"7' 0""",265 lbs,Marshall,"$1,669,178"
